CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,BalanceToSalary,ZeroBalance,ProductsPerYear,EngagementProducts,AgeTenure,CreditScorePerAge,ChurnProbability,ActualChurn,PredictedChurn,RiskTier
683,56,7,50911.21,3,0,0,97629.31,FALSE,FALSE,TRUE,FALSE,TRUE,0.521469306,0,0.375,0,392,12.19642857,0.9904422,1,1,High
770,33,6,0,2,1,1,126131.9,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.285714286,2,198,23.33333333,0.021257196,0,0,Low
568,26,6,0,2,0,0,166495.2,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.285714286,0,156,21.84615385,0.026725259,0,0,Low
577,48,6,179852.26,1,1,0,193580.32,FALSE,FALSE,TRUE,FALSE,TRUE,0.929078591,0,0.142857143,0,288,12.02083333,0.7040738,0,1,  Medium-High
608,34,3,106288.54,1,1,1,36639.25,FALSE,TRUE,FALSE,FALSE,TRUE,2.900868307,0,0.25,1,102,17.88235294,0.19140744,0,0,Low
679,28,9,0,2,0,1,61761.77,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.2,2,252,24.25,0.02174498,0,0,Low
544,45,6,0,2,0,1,151401.33,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.285714286,2,270,12.08888889,0.08684677,0,0,Low
620,29,9,0,2,1,0,13133.88,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.2,0,261,21.37931034,0.011374662,0,0,Low
588,30,0,110148.49,1,1,0,5790.9,FALSE,TRUE,FALSE,TRUE,FALSE,19.01767814,0,1,0,0,19.6,0.45804808,1,0,Medium
757,31,1,127320.36,3,1,0,163170.32,FALSE,TRUE,FALSE,FALSE,TRUE,0.780286389,0,1.5,0,31,24.41935484,0.83432907,0,1,High
775,30,4,0,2,0,1,57461.13,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.4,2,120,25.83333333,0.011557545,0,0,Low
718,44,1,133866.22,1,0,1,139049.24,TRUE,FALSE,FALSE,TRUE,FALSE,0.962718367,0,0.5,1,44,16.31818182,0.23626474,0,0,Low
690,35,6,112689.95,1,1,0,176962.31,TRUE,FALSE,FALSE,FALSE,TRUE,0.636798385,0,0.142857143,0,210,19.71428571,0.08713515,0,0,Low
613,21,7,105627.95,1,1,1,36560.51,TRUE,FALSE,FALSE,TRUE,FALSE,2.889047799,0,0.125,1,147,29.19047619,0.020887535,0,0,Low
699,43,3,80764.03,1,1,0,199378.58,TRUE,FALSE,FALSE,TRUE,FALSE,0.405076739,0,0.25,0,129,16.25581395,0.5167819,1,1,  Medium-High
727,43,2,97403.18,1,1,1,107415.02,FALSE,FALSE,TRUE,FALSE,TRUE,0.906784481,0,0.333333333,1,86,16.90697674,0.1329645,1,0,Low
850,66,4,0,2,0,1,64350.8,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.4,2,264,12.87878788,0.011558225,0,0,Low
581,31,3,0,2,0,0,89040.61,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.5,0,93,18.74193548,0.011880233,0,0,Low
513,42,10,0,2,0,1,73151.25,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.181818182,2,420,12.21428571,0.055859018,0,0,Low
620,61,5,0,1,0,0,31641.52,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.166666667,0,305,10.16393443,0.9557084,1,1,High
726,38,5,126875.62,1,1,0,128052.29,TRUE,FALSE,FALSE,TRUE,FALSE,0.990803282,0,0.166666667,0,190,19.10526316,0.14642741,0,0,Low
709,34,2,111669.68,1,1,0,57029.66,TRUE,FALSE,FALSE,TRUE,FALSE,1.958063961,0,0.333333333,0,68,20.85294118,0.13188848,0,0,Low
804,24,3,0,2,1,0,173195.33,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.5,0,72,33.5,0.009987275,0,0,Low
850,28,9,0,2,1,0,185821.41,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.2,0,252,30.35714286,0.019185508,0,0,Low
670,31,2,57530.06,1,1,1,181893.31,TRUE,FALSE,FALSE,TRUE,FALSE,0.316282901,0,0.333333333,1,62,21.61290323,0.14154658,1,0,Low
841,31,3,162701.65,2,1,1,126794.56,TRUE,FALSE,FALSE,TRUE,FALSE,1.283180973,0,0.5,2,93,27.12903226,0.017041747,0,0,Low
628,45,6,53667.44,1,1,0,115022.94,FALSE,TRUE,FALSE,TRUE,FALSE,0.466576262,0,0.142857143,0,270,13.95555556,0.60282207,0,1,  Medium-High
675,49,8,135133.39,1,0,1,179521.24,TRUE,FALSE,FALSE,FALSE,TRUE,0.752738992,0,0.111111111,1,392,13.7755102,0.26455563,1,0,Low
567,40,7,122265.24,1,1,0,138552.74,FALSE,TRUE,FALSE,FALSE,TRUE,0.882439117,0,0.125,0,280,14.175,0.47683802,0,0,Medium
672,40,3,0,1,1,0,113171.61,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.25,0,120,16.8,0.40908003,1,0,Medium
581,46,1,0,2,1,0,104272.04,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,1,0,46,12.63043478,0.09885926,0,0,Low
584,29,4,0,2,1,0,88866.92,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.4,0,116,20.13793103,0.021706363,0,0,Low
644,28,0,0,2,1,0,119419.37,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,2,0,0,23,0.011308421,0,0,Low
661,27,3,0,2,1,1,76889.79,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.5,2,81,24.48148148,0.02151357,0,0,Low
667,24,4,0,2,0,1,34335.55,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.4,2,96,27.79166667,0.010293094,0,0,Low
630,30,3,0,2,0,1,10486.69,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.5,2,90,21,0.01168848,0,0,Low
656,43,7,134919.85,1,1,0,194691.95,TRUE,FALSE,FALSE,FALSE,TRUE,0.692987856,0,0.125,0,301,15.25581395,0.17900302,0,0,Low
686,31,1,0,2,1,0,4802.25,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,1,0,31,22.12903226,0.011488789,0,0,Low
730,38,0,38848.19,2,0,0,94003.11,FALSE,TRUE,FALSE,FALSE,TRUE,0.413260548,0,2,0,0,19.21052632,0.03564102,0,0,Low
664,58,5,98668.18,1,1,1,60887.58,TRUE,FALSE,FALSE,FALSE,TRUE,1.620471031,0,0.166666667,1,290,11.44827586,0.16576153,0,0,Low
616,41,1,103560.57,1,1,0,236.45,FALSE,TRUE,FALSE,TRUE,FALSE,436.1363234,0,0.5,0,41,15.02439024,0.5416925,1,1,  Medium-High
718,63,7,123204.88,1,1,1,100538.8,FALSE,TRUE,FALSE,FALSE,TRUE,1.225433908,0,0.125,1,441,11.3968254,0.35389858,0,0,Medium
717,53,6,0,2,0,1,97614.87,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.285714286,2,318,13.52830189,0.037967063,0,0,Low
656,35,6,0,2,1,0,1485.27,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.285714286,0,210,18.74285714,0.017477054,0,0,Low
687,31,2,0,2,0,1,145411.39,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.666666667,2,62,22.16129032,0.031701583,0,0,Low
649,52,8,49113.75,1,1,0,41858.43,TRUE,FALSE,FALSE,TRUE,FALSE,1.17330193,0,0.111111111,0,416,12.48076923,0.6982839,0,1,  Medium-High
697,45,1,0,2,1,0,46807.62,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,1,0,45,15.48888889,0.13732214,1,0,Low
659,36,2,76190.48,2,1,1,149066.14,FALSE,TRUE,FALSE,FALSE,TRUE,0.511115193,0,0.666666667,2,72,18.30555556,0.011494032,0,0,Low
587,33,8,148163.57,1,0,0,122925.4,TRUE,FALSE,FALSE,FALSE,TRUE,1.205303092,0,0.111111111,0,264,17.78787879,0.081197105,0,0,Low
613,44,3,0,2,0,1,136491.72,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.5,2,132,13.93181818,0.020865552,0,0,Low
733,33,3,0,1,1,1,7666.73,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.25,1,99,22.21212121,0.11577148,0,0,Low
517,46,4,0,1,1,0,22372.78,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.2,0,184,11.23913043,0.67175204,0,1,  Medium-High
584,66,5,0,1,1,0,49553.38,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.166666667,0,330,8.848484848,0.9233688,1,1,High
728,43,5,0,1,1,1,120088.17,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.166666667,1,215,16.93023256,0.33631283,0,0,Medium
777,34,5,96693.66,1,1,1,172618.52,FALSE,TRUE,FALSE,TRUE,FALSE,0.560154842,0,0.166666667,1,170,22.85294118,0.17492561,0,0,Low
619,44,6,52831.13,1,1,1,112649.22,FALSE,FALSE,TRUE,TRUE,FALSE,0.468983816,0,0.142857143,1,264,14.06818182,0.347934,1,0,Medium
733,36,1,0,2,0,1,108377.82,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,1,2,36,20.36111111,0.010584377,0,0,Low
430,31,5,0,1,1,0,95655.16,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.166666667,0,155,13.87096774,0.13649267,0,0,Low
580,45,8,103741.14,1,1,0,47428.73,FALSE,TRUE,FALSE,FALSE,TRUE,2.187259763,0,0.111111111,0,360,12.88888889,0.6799827,1,1,  Medium-High
665,32,1,132178.67,1,0,0,11865.76,FALSE,TRUE,FALSE,FALSE,TRUE,11.13856436,0,0.5,0,32,20.78125,0.29321125,0,0,Low
502,45,0,0,1,0,0,84663.21,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,1,0,0,11.15555556,0.42663854,0,0,Medium
585,56,4,138227.19,2,1,1,55287.84,TRUE,FALSE,FALSE,FALSE,TRUE,2.500092062,0,0.4,2,224,10.44642857,0.21986166,0,0,Low
626,44,10,0,2,0,0,164287.86,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.181818182,0,440,14.22727273,0.04422703,0,0,Low
753,47,1,131160.85,1,1,0,197444.69,FALSE,TRUE,FALSE,TRUE,FALSE,0.66428824,0,0.5,0,47,16.0212766,0.72407216,0,1,  Medium-High
535,49,3,0,1,0,0,61820.41,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.25,0,147,10.91836735,0.8283106,1,1,High
751,52,8,0,2,0,1,179291.85,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.222222222,2,416,14.44230769,0.0618423,0,0,Low
478,36,3,92363.3,2,1,0,44912.7,FALSE,FALSE,TRUE,TRUE,FALSE,2.056461614,0,0.5,0,108,13.27777778,0.09853698,0,0,Low
643,45,4,45144.43,1,1,0,60917.24,TRUE,FALSE,FALSE,TRUE,FALSE,0.741065894,0,0.2,0,180,14.28888889,0.50864494,1,1,  Medium-High
743,59,5,108585.35,1,1,1,192127.22,FALSE,TRUE,FALSE,FALSE,TRUE,0.565171269,0,0.166666667,1,295,12.59322034,0.6658025,1,1,  Medium-High
699,53,4,0,2,0,1,111307.98,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.4,2,212,13.18867925,0.035662606,0,0,Low
668,46,0,0,2,0,0,29388.02,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,2,0,0,14.52173913,0.085757345,0,0,Low
500,38,7,0,2,0,0,192013.23,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.25,0,266,13.15789474,0.028292798,0,0,Low
555,62,10,114822.64,1,0,1,8444.5,FALSE,TRUE,FALSE,TRUE,FALSE,13.59571843,0,0.090909091,1,620,8.951612903,0.44329777,0,0,Medium
581,50,2,143829.2,2,1,0,181224.24,FALSE,TRUE,FALSE,FALSE,TRUE,0.793648832,0,0.666666667,0,100,11.62,0.31024486,1,0,Medium
559,42,7,0,2,1,1,190040.29,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.25,2,294,13.30952381,0.06123884,0,0,Low
514,45,1,178827.79,1,1,0,60375.18,TRUE,FALSE,FALSE,FALSE,TRUE,2.961893084,0,0.5,0,45,11.42222222,0.7406249,0,1,  Medium-High
521,32,2,136555.01,2,1,1,129353.21,TRUE,FALSE,FALSE,TRUE,FALSE,1.055667303,0,0.666666667,2,64,16.28125,0.073612995,0,0,Low
737,39,7,130051.66,2,0,0,55356.39,FALSE,FALSE,TRUE,TRUE,FALSE,2.349309821,0,0.25,0,273,18.8974359,0.14845583,1,0,Low
699,31,8,125927.51,2,1,0,147661.47,FALSE,FALSE,TRUE,FALSE,TRUE,0.852806471,0,0.222222222,0,248,22.5483871,0.054011215,0,0,Low
737,32,7,128551.36,2,0,1,189402.71,TRUE,FALSE,FALSE,TRUE,FALSE,0.678716167,0,0.25,2,224,23.03125,0.04767548,0,0,Low
603,24,1,165149.13,2,1,0,21858.28,FALSE,FALSE,TRUE,FALSE,TRUE,7.555103828,0,1,0,24,25.125,0.1715062,0,0,Low
752,30,4,81523.38,1,1,1,36885.85,FALSE,TRUE,FALSE,FALSE,TRUE,2.210093299,0,0.2,1,120,25.06666667,0.04357869,0,0,Low
524,28,7,0,2,0,1,147100.72,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.25,2,196,18.71428571,0.029225295,0,0,Low
608,38,9,102406.76,1,0,1,57600.66,FALSE,FALSE,TRUE,TRUE,FALSE,1.777843902,0,0.1,1,342,16,0.075104035,0,0,Low
603,35,6,128993.76,2,1,0,130483.56,TRUE,FALSE,FALSE,FALSE,TRUE,0.988574893,0,0.285714286,0,210,17.22857143,0.07096977,0,0,Low
720,52,7,0,1,1,1,14781.12,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.125,1,364,13.84615385,0.47834858,0,0,Medium
633,29,6,117412.35,1,0,0,30338.94,FALSE,TRUE,FALSE,FALSE,TRUE,3.869893942,0,0.142857143,0,174,21.82758621,0.25624713,0,0,Low
660,28,3,128929.88,1,1,1,198069.71,FALSE,FALSE,TRUE,TRUE,FALSE,0.65092855,0,0.25,1,84,23.57142857,0.052873377,0,0,Low
526,36,5,91132.18,1,0,0,58111.71,FALSE,FALSE,TRUE,TRUE,FALSE,1.568197043,0,0.166666667,0,180,14.61111111,0.15134168,0,0,Low
691,34,7,0,2,0,1,161559.12,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.25,2,238,20.32352941,0.028990515,0,0,Low
705,56,2,143249.67,1,1,0,88428.41,FALSE,TRUE,FALSE,TRUE,FALSE,1.619932441,0,0.333333333,0,112,12.58928571,0.902847,1,1,High
586,33,10,66948.67,2,1,1,140759.03,FALSE,FALSE,TRUE,TRUE,FALSE,0.475622732,0,0.181818182,2,330,17.75757576,0.037629254,0,0,Low
465,51,8,122522.32,1,0,0,181297.65,TRUE,FALSE,FALSE,TRUE,FALSE,0.675803819,0,0.111111111,0,408,9.117647059,0.6975519,1,1,  Medium-High
597,67,2,0,2,0,1,108645.85,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.666666667,2,134,8.910447761,0.030899493,0,0,Low
683,43,4,115888.04,1,1,1,117349.19,FALSE,TRUE,FALSE,TRUE,FALSE,0.987540284,0,0.2,1,172,15.88372093,0.4464403,1,0,Medium
794,31,0,144880.34,2,0,1,175643.44,FALSE,FALSE,TRUE,FALSE,TRUE,0.824850135,0,2,2,0,25.61290323,0.06259908,0,0,Low
569,41,4,120243.49,1,1,0,163150.03,TRUE,FALSE,FALSE,FALSE,TRUE,0.737007238,0,0.2,0,164,13.87804878,0.18994695,1,0,Low
565,31,2,89558.39,2,1,1,4441.54,FALSE,TRUE,FALSE,FALSE,TRUE,20.159276,0,0.666666667,2,62,18.22580645,0.041379064,0,0,Low
674,26,10,0,2,1,1,138423.1,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.181818182,2,260,25.92307692,0.028741127,0,0,Low
850,40,7,104449.8,1,1,1,747.88,FALSE,TRUE,FALSE,TRUE,FALSE,139.4746822,0,0.125,1,280,21.25,0.3020694,0,0,Medium
660,35,8,58641.43,1,0,1,198674.08,FALSE,TRUE,FALSE,FALSE,TRUE,0.295162483,0,0.111111111,1,280,18.85714286,0.14902881,0,0,Low
677,56,5,123959.97,1,1,1,60590.72,FALSE,FALSE,TRUE,FALSE,TRUE,2.045823588,0,0.166666667,1,280,12.08928571,0.16561271,1,0,Low
690,32,0,106683.52,2,1,1,137916.49,FALSE,TRUE,FALSE,FALSE,TRUE,0.773531479,0,2,2,0,21.5625,0.05464999,0,0,Low
755,42,2,119919.12,1,1,0,156868.21,TRUE,FALSE,FALSE,FALSE,TRUE,0.764452884,0,0.333333333,0,84,17.97619048,0.21664852,0,0,Low
670,33,2,141204.65,2,1,0,76257.46,TRUE,FALSE,FALSE,FALSE,TRUE,1.851658819,0,0.666666667,0,66,20.3030303,0.050794594,0,0,Low
713,52,0,185891.54,1,1,1,46369.57,TRUE,FALSE,FALSE,TRUE,FALSE,4.008825857,0,1,1,0,13.71153846,0.64423114,1,1,  Medium-High
628,28,3,153538.13,2,1,0,110776.01,FALSE,TRUE,FALSE,TRUE,FALSE,1.38601078,0,0.5,0,84,22.42857143,0.06416427,0,0,Low
738,58,2,133745.44,4,1,0,28373.86,FALSE,TRUE,FALSE,FALSE,TRUE,4.713518939,0,1.333333333,0,116,12.72413793,0.99784756,1,1,High
813,59,2,135078.41,1,1,0,187636.06,FALSE,TRUE,FALSE,FALSE,TRUE,0.719891955,0,0.333333333,0,118,13.77966102,0.86418134,1,1,High
560,38,5,83714.41,1,1,1,33245.97,TRUE,FALSE,FALSE,TRUE,FALSE,2.517956072,0,0.166666667,1,190,14.73684211,0.10311389,0,0,Low
718,37,7,0,2,1,1,55100.09,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.25,2,259,19.40540541,0.03527392,0,0,Low
687,44,8,95368.14,2,1,1,1787.85,FALSE,TRUE,FALSE,FALSE,TRUE,53.31254158,0,0.222222222,2,352,15.61363636,0.11306772,0,0,Low
576,55,6,44582.07,3,0,1,67539.85,TRUE,FALSE,FALSE,TRUE,FALSE,0.660075643,0,0.428571429,3,330,10.47272727,0.9508885,1,1,High
528,37,6,103772.45,1,1,0,197111.99,TRUE,FALSE,FALSE,FALSE,TRUE,0.526461752,0,0.142857143,0,222,14.27027027,0.23071761,0,0,Low
560,44,5,143244.97,1,1,0,98661.27,TRUE,FALSE,FALSE,TRUE,FALSE,1.451871825,0,0.166666667,0,220,12.72727273,0.2906862,0,0,Low
628,37,0,0,2,1,1,171707.93,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,2,2,0,16.97297297,0.009999734,0,0,Low
831,30,2,0,2,0,1,3430.38,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.666666667,2,60,27.7,0.005516827,0,0,Low
641,31,3,153316.14,1,1,0,59927.99,FALSE,FALSE,TRUE,FALSE,TRUE,2.558296744,0,0.25,0,93,20.67741935,0.13487497,0,0,Low
521,49,2,127948.57,1,1,1,182765.14,FALSE,TRUE,FALSE,TRUE,FALSE,0.700067146,0,0.333333333,1,98,10.63265306,0.73210853,0,1,  Medium-High
566,40,2,97001.36,2,1,0,154486.01,FALSE,TRUE,FALSE,TRUE,FALSE,0.62789331,0,0.666666667,0,80,14.15,0.23307848,0,0,Low
673,37,8,0,2,1,1,183318.79,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.222222222,2,296,18.18918919,0.033522315,0,0,Low
580,35,8,0,2,0,1,10357.03,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.222222222,2,280,16.57142857,0.03296209,0,0,Low
655,27,10,0,2,1,0,51620.94,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.181818182,0,270,24.25925926,0.010750452,0,0,Low
565,32,9,68067.24,1,1,0,143287.58,FALSE,TRUE,FALSE,TRUE,FALSE,0.475036043,0,0.1,0,288,17.65625,0.23760867,0,0,Low
523,63,6,116227.27,1,1,1,119404.63,FALSE,TRUE,FALSE,FALSE,TRUE,0.973381825,0,0.142857143,1,378,8.301587302,0.33133355,0,0,Medium
688,32,5,0,2,0,1,177607.77,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.333333333,2,160,21.5,0.033388954,0,0,Low
664,41,5,0,1,1,1,152054.33,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.166666667,1,205,16.19512195,0.30991277,0,0,Medium
690,49,8,116622.73,1,0,1,51011.29,FALSE,FALSE,TRUE,FALSE,TRUE,2.286169274,0,0.111111111,1,392,14.08163265,0.17226925,0,0,Low
538,25,5,62482.95,1,1,1,102758.43,FALSE,TRUE,FALSE,FALSE,TRUE,0.608050765,0,0.166666667,1,125,21.52,0.05143208,0,0,Low
566,44,5,141428.99,2,0,0,68408.74,FALSE,TRUE,FALSE,TRUE,FALSE,2.067380902,0,0.333333333,0,220,12.86363636,0.23675929,0,0,Low
684,45,6,148071.39,1,1,0,183575.01,TRUE,FALSE,FALSE,FALSE,TRUE,0.806594446,0,0.142857143,0,270,15.2,0.35481372,0,0,Medium
609,53,6,0,2,1,1,124218.27,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.285714286,2,318,11.49056604,0.07655851,0,0,Low
668,47,7,106854.21,1,0,1,157959.02,FALSE,TRUE,FALSE,FALSE,TRUE,0.676463639,0,0.125,1,329,14.21276596,0.58453506,1,1,  Medium-High
624,62,7,125163.62,2,1,1,151411.5,TRUE,FALSE,FALSE,TRUE,FALSE,0.826639941,0,0.25,2,434,10.06451613,0.34158206,0,0,Medium
623,45,0,0,1,1,0,196533.72,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,1,0,0,13.84444444,0.62570494,1,1,  Medium-High
595,29,6,150685.79,1,1,0,87771.06,TRUE,FALSE,FALSE,FALSE,TRUE,1.716785387,0,0.142857143,0,174,20.51724138,0.06477956,0,0,Low
665,32,10,0,1,1,1,22487.45,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.090909091,1,320,20.78125,0.13675942,0,0,Low
700,37,7,0,2,1,0,17040.82,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.25,0,259,18.91891892,0.04587414,0,0,Low
594,53,4,0,1,1,0,5408.74,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.2,0,212,11.20754717,0.8990148,1,1,High
795,38,7,125903.22,2,1,1,127068.92,FALSE,TRUE,FALSE,FALSE,TRUE,0.990818441,0,0.25,2,266,20.92105263,0.022790855,0,0,Low
484,32,3,0,2,1,1,139390.99,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.5,2,96,15.125,0.033138793,0,0,Low
742,36,2,129748.54,2,0,0,47271.61,FALSE,TRUE,FALSE,TRUE,FALSE,2.744687463,0,0.666666667,0,72,20.61111111,0.09724676,1,0,Low
499,55,4,126817.65,2,1,0,123269.71,FALSE,TRUE,FALSE,TRUE,FALSE,1.028773583,0,0.4,0,220,9.072727273,0.91330475,0,1,High
669,45,7,149364.58,1,0,1,173454.07,TRUE,FALSE,FALSE,FALSE,TRUE,0.861113947,0,0.125,1,315,14.86666667,0.17552015,0,0,Low
560,33,9,0,1,0,1,183358.21,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.1,1,297,16.96969697,0.31055874,0,0,Medium
650,23,5,0,1,1,1,180622.43,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.166666667,1,115,28.26086957,0.14008969,0,0,Low
619,52,8,0,2,1,1,123242.11,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.222222222,2,416,11.90384615,0.0383071,0,0,Low
652,71,4,0,1,1,1,120107.1,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.2,1,284,9.183098592,0.08580407,0,0,Low
705,24,5,177799.83,2,0,0,79886.06,FALSE,FALSE,TRUE,TRUE,FALSE,2.225639922,0,0.333333333,0,120,29.375,0.23326348,0,0,Low
778,47,6,127299.34,2,1,0,124694.99,FALSE,FALSE,TRUE,TRUE,FALSE,1.020877576,0,0.285714286,0,282,16.55319149,0.47179583,0,0,Medium
629,28,8,108601,1,1,1,119647.7,FALSE,TRUE,FALSE,FALSE,TRUE,0.907665524,0,0.111111111,1,224,22.46428571,0.18643096,0,0,Low
596,39,10,86546.29,1,0,1,131768.98,TRUE,FALSE,FALSE,TRUE,FALSE,0.656798233,0,0.090909091,1,390,15.28205128,0.24568483,0,0,Low
754,37,6,0,1,1,1,116141.72,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.142857143,1,222,20.37837838,0.1322264,0,0,Low
776,30,6,0,2,0,1,63908.86,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.285714286,2,180,25.86666667,0.00989669,0,0,Low
615,44,9,126104.98,2,0,1,110718.02,FALSE,TRUE,FALSE,TRUE,FALSE,1.138964019,0,0.2,2,396,13.97727273,0.32404044,0,0,Medium
684,44,2,133776.86,2,0,1,49865.04,FALSE,TRUE,FALSE,TRUE,FALSE,2.682724756,0,0.666666667,2,88,15.54545455,0.16999693,0,0,Low
513,49,5,171601.27,1,1,0,126223.84,FALSE,TRUE,FALSE,TRUE,FALSE,1.359488909,0,0.166666667,0,245,10.46938776,0.62028414,0,1,  Medium-High
705,46,5,89364.91,1,0,1,139162.15,FALSE,FALSE,TRUE,TRUE,FALSE,0.642159293,0,0.166666667,1,230,15.32608696,0.31062707,0,0,Medium
489,58,4,0,2,1,1,191419.32,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.4,2,232,8.431034483,0.10140634,0,0,Low
721,40,3,0,1,1,1,144874.67,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.25,1,120,18.025,0.16969965,0,0,Low
690,36,7,101583.11,2,1,0,123775.15,TRUE,FALSE,FALSE,FALSE,TRUE,0.820700191,0,0.25,0,252,19.16666667,0.076836996,0,0,Low
683,36,5,115350.63,1,1,1,122305.91,TRUE,FALSE,FALSE,FALSE,TRUE,0.943124391,0,0.166666667,1,180,18.97222222,0.04891386,0,0,Low
465,33,5,0,2,0,1,78698.09,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.333333333,2,165,14.09090909,0.008174778,0,0,Low
850,27,6,96654.72,2,0,0,152740.16,TRUE,FALSE,FALSE,FALSE,TRUE,0.632800746,0,0.285714286,0,162,31.48148148,0.03918953,0,0,Low
627,39,5,124586.93,1,1,0,93132.61,FALSE,TRUE,FALSE,TRUE,FALSE,1.337722547,0,0.166666667,0,195,16.07692308,0.44859403,1,0,Medium
669,47,9,61196.54,1,1,0,58170.24,TRUE,FALSE,FALSE,TRUE,FALSE,1.052006799,0,0.1,0,423,14.23404255,0.584571,0,1,  Medium-High
762,36,5,119547.46,1,1,1,42693.65,TRUE,FALSE,FALSE,FALSE,TRUE,2.80005715,0,0.166666667,1,180,21.16666667,0.05001254,0,0,Low
448,36,6,83947.12,2,1,0,81999.53,TRUE,FALSE,FALSE,TRUE,FALSE,1.023738749,0,0.285714286,0,216,12.44444444,0.07708084,0,0,Low
813,25,5,123616.43,1,0,1,132959.33,FALSE,TRUE,FALSE,TRUE,FALSE,0.929724152,0,0.166666667,1,125,32.52,0.1528675,0,0,Low
601,42,1,98495.72,1,1,0,40014.76,FALSE,TRUE,FALSE,FALSE,TRUE,2.461423199,0,0.5,0,42,14.30952381,0.42053354,1,0,Medium
723,28,4,0,2,1,1,123885.88,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.4,2,112,25.82142857,0.010241185,0,0,Low
850,35,7,114285.2,1,0,1,129660.59,FALSE,TRUE,FALSE,TRUE,FALSE,0.881411372,0,0.125,1,245,24.28571429,0.14249916,0,0,Low
